"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2012-07",97.00272,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2012-08",96.90117,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2012-09",96.51432,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2012-10",96.27721,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2012-11",96.30365,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2012-12",96.42964,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2013-01",96.53367,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2013-02",96.61469,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2013-03",96.70852,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2013-04",96.85781,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2013-05",97.03861,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2013-06",96.94989,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2013-07",96.6793,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2013-08",96.48588,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2013-09",96.61172,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2013-10",96.90419,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2013-11",97.13882,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2013-12",97.33889,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2014-01",97.48974,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2014-02",97.68551,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2014-03",98.03951,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2014-04",98.4476,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2014-05",98.75443,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2014-06",98.89609,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2014-07",98.80743,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2014-08",98.56608,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2014-09",98.4402,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2014-10",98.50776,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2014-11",98.61915,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2014-12",98.82944,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2015-01",99.389,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2015-02",100.1252,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2015-03",100.3519,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2015-04",100.0411,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2015-05",99.55453,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2015-06",98.98635,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2015-07",98.33305,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2015-08",97.7354,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2015-09",97.50961,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2015-10",97.53113,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2015-11",97.52171,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2015-12",97.49703,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2016-01",97.31718,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2016-02",97.0173,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2016-03",96.70182,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2016-04",96.54856,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2016-05",96.60408,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2016-06",96.7533,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2016-07",96.84756,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2016-08",96.95326,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2016-09",97.13512,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2016-10",97.25871,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2016-11",97.23702,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2016-12",97.14139,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2017-01",96.88663,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2017-02",96.58171,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2017-03",96.43761,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2017-04",96.51138,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2017-05",96.73797,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2017-06",97.08086,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2017-07",97.56051,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2017-08",98.00323,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2017-09",98.30609,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2017-10",98.45321,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2017-11",98.54945,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2017-12",98.64269,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2018-01",98.64805,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2018-02",98.61157,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2018-03",98.63347,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2018-04",98.70065,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2018-05",98.68515,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2018-06",98.68504,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2018-07",98.81542,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2018-08",99.06583,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2018-09",99.42478,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2018-10",99.84359,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2018-11",100.1732,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2018-12",100.4185,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2004-01",100.0419,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2004-02",100.0344,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2004-03",99.83717,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2004-04",99.74736,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2004-05",99.87691,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2004-06",99.92408,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2004-07",100.0223,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2004-08",100.261,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2004-09",100.674,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2004-10",101.1342,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2004-11",101.4057,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2004-12",101.4981,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2005-01",101.5771,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2005-02",101.599,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2005-03",101.5089,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2005-04",101.3074,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2005-05",101.048,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2005-06",100.846,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2005-07",100.6472,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2005-08",100.3768,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2005-09",100.1658,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2005-10",100.1211,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2005-11",100.174,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2005-12",100.3701,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2006-01",100.6232,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2006-02",100.7251,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2006-03",100.6834,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2006-04",100.5435,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2006-05",100.3906,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2006-06",100.3232,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2006-07",100.3487,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2006-08",100.4505,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2006-09",100.6014,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2006-10",100.8544,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2006-11",101.1277,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2006-12",101.3373,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2007-01",101.4068,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2007-02",101.3662,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2007-03",101.2698,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2007-04",101.2497,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2007-05",101.3289,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2007-06",101.4032,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2007-07",101.4191,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2007-08",101.4664,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2007-09",101.5827,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2007-10",101.7958,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2007-11",102.059,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2007-12",102.2822,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2008-01",102.313,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2008-02",102.3439,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2008-03",102.3283,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2008-04",102.1168,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2008-05",101.8328,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2008-06",101.4542,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2008-07",101.2002,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2008-08",101.1249,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2008-09",100.935,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2008-10",100.4372,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2008-11",99.99873,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2008-12",99.7976,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2009-01",99.77229,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2009-02",99.79727,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2009-03",99.92696,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2009-04",100.1134,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2009-05",100.3726,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2009-06",100.7006,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2009-07",100.9816,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2009-08",101.1359,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2009-09",101.2504,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2009-10",101.3468,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2009-11",101.4345,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2009-12",101.4529,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2010-01",101.4408,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2010-02",101.415,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2010-03",101.5367,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2010-04",101.7262,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2010-05",101.9134,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2010-06",102.0677,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2010-07",102.1775,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2010-08",102.3017,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2010-09",102.4086,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2010-10",102.5088,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2010-11",102.6382,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2010-12",102.6936,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2011-01",102.7022,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2011-02",102.5988,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2011-03",102.3583,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2011-04",102.1255,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2011-05",102.0438,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2011-06",102.1276,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2011-07",102.2161,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2011-08",102.1075,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2011-09",101.985,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2011-10",102.0626,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2011-11",102.2319,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2011-12",102.3573,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2012-01",102.4152,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2012-02",102.5874,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2012-03",102.856,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2012-04",103.0369,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2012-05",102.9998,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2012-06",102.8218,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2012-07",102.644,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2012-08",102.5417,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2012-09",102.5213,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2012-10",102.5203,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2012-11",102.4917,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2012-12",102.4566,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2013-01",102.3909,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2013-02",102.2484,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2013-03",102.0773,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2013-04",101.9442,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2013-05",101.8223,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2013-06",101.7246,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2013-07",101.6716,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2013-08",101.7372,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2013-09",101.7932,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2013-10",101.8039,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2013-11",101.8086,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2013-12",101.7311,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2014-01",101.5674,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2014-02",101.3736,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2014-03",101.1849,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2014-04",100.9786,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2014-05",100.772,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2014-06",100.6878,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2014-07",100.6718,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2014-08",100.6155,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2014-09",100.5398,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2014-10",100.355,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2014-11",100.0396,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2014-12",99.6964,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2015-01",99.22536,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2015-02",98.76913,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2015-03",98.47714,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2015-04",98.34451,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2015-05",98.23396,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2015-06",98.05992,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2015-07",97.80903,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2015-08",97.53416,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2015-09",97.271,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2015-10",97.1714,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2015-11",97.18791,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2015-12",97.22479,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2016-01",97.27586,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2016-02",97.32324,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2016-03",97.32497,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2016-04",97.41188,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2016-05",97.69297,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2016-06",98.07851,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2016-07",98.47475,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2016-08",98.77128,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2016-09",98.92058,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2016-10",98.92439,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2016-11",98.81308,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2016-12",98.74459,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2017-01",98.89725,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2017-02",99.12669,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2017-03",99.32758,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2017-04",99.38424,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2017-05",99.38123,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2017-06",99.32809,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2017-07",99.30381,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2017-08",99.34275,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2017-09",99.51041,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2017-10",99.73589,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2017-11",99.93995,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2017-12",100.0797,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2018-01",100.1629,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2018-02",100.2243,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2018-03",100.2936,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2018-04",100.1541,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2018-05",99.86511,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2018-06",99.56671,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2018-07",99.44756,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2018-08",99.42593,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2018-09",99.53896,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2018-10",99.91281,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2018-11",100.431,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2018-12",100.8751,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2004-01",97.87338,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2004-02",98.10342,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2004-03",98.58984,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2004-04",99.02222,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2004-05",99.36494,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2004-06",99.64775,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2004-07",99.75051,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2004-08",99.72562,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2004-09",99.63154,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2004-10",99.82845,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2004-11",100.3875,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2004-12",100.8778,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2005-01",101.0977,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2005-02",101.1899,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2005-03",101.3097,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2005-04",101.5011,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2005-05",101.6088,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2005-06",101.5806,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2005-07",101.2803,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2005-08",100.8181,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2005-09",100.3894,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2005-10",100.5136,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2005-11",100.8542,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2005-12",101.0188,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2006-01",101.0462,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2006-02",101.0034,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2006-03",100.9737,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2006-04",100.8925,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2006-05",100.9275,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2006-06",101.1461,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2006-07",101.4639,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2006-08",101.7767,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2006-09",102.1845,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2006-10",102.6307,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2006-11",103.1951,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2006-12",103.8071,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2007-01",104.0159,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2007-02",103.8912,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2007-03",103.7352,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2007-04",103.6816,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2007-05",103.5489,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2007-06",103.4829,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2007-07",103.4215,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2007-08",103.1914,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2007-09",102.8251,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2007-10",102.4562,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2007-11",102.2875,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2007-12",102.3548,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2008-01",102.3289,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2008-02",102.054,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2008-03",101.7807,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2008-04",101.5643,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2008-05",101.475,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2008-06",101.6067,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2008-07",101.6891,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2008-08",101.7039,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2008-09",101.5006,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2008-10",100.749,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2008-11",99.46139,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2008-12",98.41002,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2009-01",97.49943,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2009-02",96.61092,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2009-03",96.25833,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2009-04",96.45365,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2009-05",96.9959,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2009-06",97.45107,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2009-07",97.80438,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2009-08",98.13259,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2009-09",98.45776,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2009-10",98.48268,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2009-11",98.55597,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2009-12",98.89846,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2010-01",99.43439,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2010-02",100.0542,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2010-03",100.4606,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2010-04",100.6006,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2010-05",100.5133,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2010-06",100.3816,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2010-07",100.1888,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2010-08",99.91486,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2010-09",99.68045,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2010-10",99.57564,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2010-11",99.68688,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2010-12",99.533,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2011-01",99.26,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2011-02",99.09407,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2011-03",98.89791,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2011-04",98.9737,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2011-05",99.23994,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2011-06",99.39453,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2011-07",99.49271,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2011-08",99.37841,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2011-09",98.96825,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2011-10",98.33401,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2011-11",97.63503,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2011-12",97.25858,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2012-01",97.4358,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2012-02",97.99693,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2012-03",98.64011,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2012-04",99.29404,
